Rank,Player,Signed Age,Yrs,Value,AAV,Sign Bonus,Season,Position
17,PJ Washington,20,4,12070560,3017640,0-,2019,PF
18,Dorian Finney,26,3,12000000,4000000,0-,2019,PF
19,Grant Williams,20,4,11802681,2950670,0-,2019,PF
20,Darius Bazley,19,4,11461629,2865407,0-,2019,PF
21,Trey Lyles,23,2,11000000,5500000,0-,2019,PF
22,Mfiondu Kabengele,21,4,10151244,2537811,0-,2019,PF
23,Mike Scott,30,2,9800000,4900000,0-,2019,PF
24,JaMychal Green,29,2,9772350,4886175,0-,2019,PF
25,Nicolo Melli,28,2,8000000,4000000,0-,2019,PF
26,Isaiah Roby,20,4,6731283,1682821,0-,2019,PF
27,Markieff Morris,29,1,6560000,6560000,0-,2019,PF
28,Alen Smailagic,18,4,6129593,1532398,0-,2019,PF
29,Eric Paschall,22,3,4198912,1399637,0-,2019,PF
29,Vlatko Cancar,22,3,4198912,1399637,0-,2019,PF
31,Dragan Bender,21,2,3502857,1751429,0-,2019,PF
32,Tyler Lydon,23,2,3383360,1691680,0-,2019,PF
33,Amile Jefferson,26,2,3282647,1641324,0-,2019,PF
34,Jeff Green,32,1,2564753,2564753,0-,2019,PF
34,Anthony Tolliver,34,1,2564753,2564753,0-,2019,PF
34,Ryan Anderson,31,1,2564753,2564753,0-,2019,PF
34,Udonis Haslem,39,1,2564753,2564753,0-,2019,PF
38,Patrick Patterson,30,1,2331593,2331593,0-,2019,PF
39,Noah Vonleh,23,1,2000000,2000000,0-,2019,PF
40,Anthony Bennett,26,1,1737145,1737145,0-,2019,PF
40,Eric Moreland,27,1,1737145,1737145,0-,2019,PF
40,Jarell Martin,25,1,1737145,1737145,0-,2019,PF
43,Cheick Diallo,22,1,1678854,1678854,0-,2019,PF
44,Marcus Derrickson,23,1,1445697,1445697,0-,2019,PF
44,Wenyen Gabriel,21,1,1445697,1445697,0-,2019,PF
44,Yante Maten,23,1,1445697,1445697,0-,2019,PF
44,Donte Grantham,24,1,1445697,1445697,0-,2019,PF
44,Ray Spalding,22,1,1445697,1445697,0-,2019,PF
49,Johnathan Williams,24,1,914791,914791,0-,2019,PF
50,Luke Maye,22,1,898310,898310,0-,2019,PF
50,Kenny Wooten,21,1,898310,898310,0-,2019,PF
50,Donta Hall,21,1,898310,898310,0-,2019,PF
50,Tariq Owens,24,1,898310,898310,0-,2019,PF
50,Michael Cobbins,27,1,898310,898310,0-,2019,PF
50,Sagaba Konate,22,1,898310,898310,0-,2019,PF
50,Dedric Lawson,21,1,898310,898310,0-,2019,PF
50,Dikembe Dixson,23,1,898310,898310,0-,2019,PF
50,Matur Maker,21,1,898310,898310,0-,2019,PF
50,Bennie Boatwright,23,1,898310,898310,0-,2019,PF
50,Kenny Gabriel,30,1,898310,898310,0-,2019,PF
50,Kadeem Jack,26,1,898310,898310,0-,2019,PF
50,Jakeenan Gant,23,1,898310,898310,0-,2019,PF
63,Tyler Cook,22,1,527821,527821,0-,2019,PF
1,Pascal Siakam,25,4,136905216,34226304,0-,2020,PF
2,Draymond Green,29,4,99666362,24916591,0-,2020,PF
3,Davis Bertans,28,5,80000000,16000000,0-,2020,PF
4,Domantas Sabonis,23,4,74900000,18725000,0-,2020,PF
5,Danilo Gallinari,32,3,61425000,20475000,0-,2020,PF
6,Jerami Grant,26,3,60007500,20002500,0-,2020,PF
7,Dario Saric,26,3,27000000,9000000,0-,2020,PF
8,Taurean Prince,25,2,25250000,12625000,0-,2020,PF
9,Obi Toppin,22,4,22118492,5529623,0-,2020,PF
10,Juancho Hernangomez,25,3,21037320,7012440,0-,2020,PF
11,Jalen Smith,20,4,19328334,4832084,0-,2020,PF
12,Chuma Okeke,22,4,15098193,3774548,0-,2020,PF
13,JaMychal Green,30,2,14759508,7379754,0-,2020,PF
14,Aleksej Pokusevski,18,4,14349113,3587278,0-,2020,PF
15,Chris Boucher,27,2,13520000,6760000,0-,2020,PF
16,Precious Achiuwa,21,4,12513127,3128282,0-,2020,PF
17,Zeke Nnaji,19,4,11802681,2950670,0-,2020,PF
18,Jaden McDaniels,20,4,10090879,2522720,0-,2020,PF
19,Paul Millsap,35,1,10000000,10000000,0-,2020,PF
20,Bobby Portis,25,2,7427150,3713575,0-,2020,PF
21,Kenrich Williams,25,3,6000000,2000000,0-,2020,PF
22,Jontay Porter,21,3,5850000,1950000,0-,2020,PF
23,Bol Bol,20,2,4219392,2109696,0-,2020,PF
24,Gary Clark,26,2,4100000,2050000,0-,2020,PF
25,Wenyen Gabriel,23,2,3383360,1691680,0-,2020,PF
26,Patrick Patterson,31,1,3077704,3077704,0-,2020,PF
27,Jeff Green,32,1,2564753,2564753,0-,2020,PF
27,Carmelo Anthony,36,1,2564753,2564753,0-,2020,PF
27,Udonis Haslem,39,1,2564753,2564753,0-,2020,PF
30,Anthony Gill,28,2,2416291,1208146,0-,2020,PF
31,Markieff Morris,31,1,2331593,2331593,0-,2020,PF
32,Noah Vonleh,25,1,2028594,2028594,0-,2020,PF
33,Skal Labissiere,24,1,1737145,1737145,0-,2020,PF
34,Johnathan Motley,25,1,1678854,1678854,0-,2020,PF
35,Amile Jefferson,27,1,1620564,1620564,0-,2020,PF
35,Alize Johnson,24,1,1620564,1620564,0-,2020,PF
37,Norvel Pelle,27,1,1445697,1445697,0-,2020,PF
37,Tyler Cook,23,1,1445697,1445697,0-,2020,PF
39,Bennie Boatwright,23,1,898310,898310,0-,2020,PF
39,Freddie Gillespie,23,1,898310,898310,0-,2020,PF
39,Malik Fitts,23,1,898310,898310,0-,2020,PF
39,EJ Montgomery,21,1,898310,898310,0-,2020,PF
39,Yoeli Childs,22,1,898310,898310,0-,2020,PF
39,Nate Sestina,23,1,898310,898310,0-,2020,PF
39,Javin DeLaurier,22,1,898310,898310,0-,2020,PF
1,Giannis Antetokounmpo,26,5,228200420,45640084,0-,2021,PF
2,Jayson Tatum,22,5,163000300,32600060,0-,2021,PF
3,John Collins,23,5,125000000,25000000,0-,2021,PF
4,LeBron James,36,2,85655532,42827766,0-,2021,PF
5,Jonathan Isaac,23,4,69600000,17400000,0-,2021,PF
6,Lauri Markkanen,24,4,67470906,16867727,0-,2021,PF
7,Kyle Kuzma,25,3,39000000,13000000,0-,2021,PF
8,Kelly Olynyk,30,3,37195122,12398374,0-,2021,PF
9,Evan Mobley,20,4,36664177,9166044,0-,2021,PF
10,Scottie Barnes,20,4,33064660,8266165,0-,2021,PF
11,Jonathan Kuminga,18,4,24855347,6213837,0-,2021,PF
12,Rudy Gay,34,3,18553500,6184500,0-,2021,PF
13,JaMychal Green,31,2,16400000,8200000,0-,2021,PF
14,Power Forward,36,2,14350000,7175000,0-,2021,PF
15,Kai Jones,0,4,13421215,3355304,0-,2021,PF
16,Jarred Vanderbilt,22,3,13122000,4374000,0-,2021,PF
17,Isaiah Jackson,19,4,12156661,3039165,0-,2021,PF
18,Usman Garuba,19,4,11805395,2951349,0-,2021,PF
19,Jeff Green,34,2,9000000,4500000,0-,2021,PF
20,Bobby Portis,26,2,8912580,4456290,0-,2021,PF
21,Jeremiah Robinson,20,4,7888598,1972150,0-,2021,PF
22,Isaiah Todd,19,4,6899694,1724924,0-,2021,PF
23,Georges Niang,28,2,6765000,3382500,0-,2021,PF
24,JT Thor,18,4,6638212,1659553,0-,2021,PF
25,Trey Lyles,25,2,5125000,2562500,0-,2021,PF
26,Brown III,19,3,4324872,1441624,0-,2021,PF
27,Alize Johnson,25,2,3607937,1803969,0-,2021,PF
28,LaMarcus Aldridge,36,1,2641691,2641691,0-,2021,PF
28,Patrick Patterson,32,1,2641691,2641691,0-,2021,PF
28,Paul Millsap,36,1,2641691,2641691,0-,2021,PF
28,Udonis Haslem,41,1,2641691,2641691,0-,2021,PF
28,Markieff Morris,31,1,2641691,2641691,0-,2021,PF
28,Carmelo Anthony,37,1,2641691,2641691,0-,2021,PF
28,James Johnson,34,1,2641691,2641691,0-,2021,PF
35,Jabari Parker,26,1,2239544,2239544,0-,2021,PF
36,Nemanja Bjelica,33,1,2089448,2089448,0-,2021,PF
37,DJ Wilson,25,1,1789256,1789256,0-,2021,PF
37,Johnny O,28,1,1789256,1789256,0-,2021,PF
37,Tarik Black,29,1,1789256,1789256,0-,2021,PF
37,Semi Ojeleye,26,1,1789256,1789256,0-,2021,PF
41,Wenyen Gabriel,24,1,1729217,1729217,0-,2021,PF
42,Tyler Cook,23,1,1669178,1669178,0-,2021,PF
42,Mfiondu Kabengele,24,1,1669178,1669178,0-,2021,PF
42,Jarrell Brantley,0,1,1669178,1669178,0-,2021,PF
45,Malik Fitts,24,1,1489065,1489065,0-,2021,PF
45,Cameron Oliver,25,1,1489065,1489065,0-,2021,PF
47,Anthony Tarke,24,1,925258,925258,0-,2021,PF
47,Javin DeLaurier,23,1,925258,925258,0-,2021,PF
47,Aamir Simms,22,1,925258,925258,0-,2021,PF
47,Giorgi Bezhanishvili,22,1,925258,925258,0-,2021,PF
47,Matthew Hurt,21,1,925258,925258,0-,2021,PF
47,Baxter Jr,25,1,925258,925258,0-,2021,PF
47,Bennie Boatwright,25,1,925258,925258,0-,2021,PF
1,Julius Randle,26,4,117089280,29272320,0-,2022,PF
2,Jackson Jr,22,4,104720000,26180000,0-,2022,PF
3,Aaron Gordon,26,4,86640001,21660000,0-,2022,PF
4,Dorian Finney,28,4,55560960,13890240,0-,2022,PF
5,Paolo Banchero,19,4,50158769,12539692,0-,2022,PF
6,Bobby Portis,27,4,48578208,12144552,0-,2022,PF
7,Smith Jr,19,4,40330432,10082608,0-,2022,PF
8,Bagley III,23,3,37500000,12500000,0-,2022,PF
9,Keegan Murray,21,4,36371093,9092773,0-,2022,PF
10,Chris Boucher,29,3,35250000,11750000,0-,2022,PF
11,Power Forward,37,3,33043500,11014500,0-,2022,PF
12,Robert Covington,31,2,24000000,12000000,0-,2022,PF
13,Jeremy Sochan,19,4,23046751,5761688,0-,2022,PF
14,Kyle Anderson,28,2,18000000,9000000,0-,2022,PF
15,Tari Eason,21,4,16257246,4064312,0-,2022,PF
16,Thaddeus Young,34,2,16000000,8000000,0-,2022,PF
17,Jalen Smith,22,3,15131319,5043773,0-,2022,PF
18,Jake LaRavia,20,4,14763367,3690842,0-,2022,PF
19,Taurean Prince,28,2,14555000,7277500,0-,2022,PF
20,Danilo Gallinari,33,2,13281950,6640975,0-,2022,PF
21,David Roddy,21,4,12985886,3246472,0-,2022,PF
22,Vlatko Cancar,25,3,6815324,2271775,0-,2022,PF
23,DJ Wilson,26,2,4546582,2273291,0-,2022,PF
24,Bol Bol,22,2,4400000,2200000,0-,2022,PF
25,Anthony Gill,29,2,3833328,1916664,0-,2022,PF
25,Nathan Knight,24,2,3833328,1916664,0-,2022,PF
27,James Johnson,35,1,2905851,2905851,0-,2022,PF
27,Markieff Morris,32,1,2905851,2905851,0-,2022,PF
27,Udonis Haslem,42,1,2905851,2905851,0-,2022,PF
30,JaMychal Green,32,1,2628597,2628597,0-,2022,PF
31,Noah Vonleh,27,1,2463490,2463490,0-,2022,PF
32,Juancho Hernangomez,26,1,2298385,2298385,0-,2022,PF
33,Alize Johnson,26,1,1968175,1968175,0-,2022,PF
34,Norvel Pelle,29,1,1902133,1902133,0-,2022,PF
34,Norvel Pelle,29,1,1902133,1902133,0-,2022,PF
34,Tyler Cook,25,1,1902133,1902133,0-,2022,PF
37,Mamadi Diakite,25,1,1836090,1836090,0-,2022,PF
37,Malik Fitts,25,1,1836090,1836090,0-,2022,PF
37,Jontay Porter,22,1,1836090,1836090,0-,2022,PF
37,Luka Samanic,22,1,1836090,1836090,0-,2022,PF
37,Kostas Antetokounmpo,24,1,1836090,1836090,0-,2022,PF
37,Okaro White,30,1,1836090,1836090,0-,2022,PF
43,Justin Tillman,26,1,1637966,1637966,0-,2022,PF
44,Bennie Boatwright,26,1,1017781,1017781,0-,2022,PF
44,RaiQuan Gray,23,1,1017781,1017781,0-,2022,PF
44,RaiQuan Gray,23,1,1017781,1017781,0-,2022,PF
44,Matthew Hurt,22,1,1017781,1017781,0-,2022,PF
44,Foster Jr,19,1,1017781,1017781,0-,2022,PF
44,Sacha Killeya,23,1,1017781,1017781,0-,2022,PF
44,Bingham Jr,22,1,1017781,1017781,0-,2022,PF
44,Grant Golden,24,1,1017781,1017781,0-,2022,PF
44,Grant Golden,24,1,1017781,1017781,0-,2022,PF
44,Reginald Kissoonlal,26,1,1017781,1017781,0-,2022,PF
44,Bryson Williams,24,1,1017781,1017781,0-,2022,PF
1,Zion Williamson,21,5,197230450,39446090,0-,2023,PF
2,Jerami Grant,29,5,160000000,32000000,0-,2023,PF
3,Draymond Green,33,4,100000000,25000000,0-,2023,PF
4,LeBron James,37,2,99023288,49511644,0-,2023,PF
5,Kyle Kuzma,27,4,90000000,22500000,0-,2023,PF
6,Harrison Barnes,31,3,54000000,18000000,0-,2023,PF
7,Grant Williams,24,4,53341500,13335375,0-,2023,PF
8,Rui Hachimura,25,3,51000000,17000000,0-,2023,PF
9,Brandon Clarke,26,4,50000000,12500000,0-,2023,PF
10,PJ Washington,25,3,46500000,15500000,0-,2023,PF
11,Maxi Kleber,30,3,33000000,11000000,0-,2023,PF
12,Jarace Walker,19,4,27566102,6891526,0-,2023,PF
13,Kenrich Williams,27,4,27170000,6792500,0-,2023,PF
14,Georges Niang,30,3,25500000,8500000,0-,2023,PF
15,Taylor Hendricks,19,4,25351580,6337895,0-,2023,PF
16,Nance Jr,29,2,21580000,10790000,0-,2023,PF
17,Dean Wade,25,3,18500000,6166667,0-,2023,PF
18,Trey Lyles,27,2,16000000,8000000,0-,2023,PF
18,Jeff Green,36,2,16000000,8000000,0-,2023,PF
20,Noah Clowney,18,4,15146274,3786569,0-,2023,PF
21,Kris Murray,22,4,14284524,3571131,0-,2023,PF
22,Maxence Prosper,21,4,13870583,3467646,0-,2023,PF
23,Kobe Brown,23,4,12394179,3098545,0-,2023,PF
24,Toumani Camara,23,4,7639302,1909826,0-,2023,PF
24,Trayce Jackson,23,4,7639302,1909826,0-,2023,PF
24,Mouhamed Gueye,20,4,7639302,1909826,0-,2023,PF
27,Power Forward,22,3,6224049,2074683,0-,2023,PF
28,Taurean Prince,29,1,4516000,4516000,0-,2023,PF
29,Rudy Gay,37,1,3196448,3196448,0-,2023,PF
29,Markieff Morris,34,1,3196448,3196448,0-,2023,PF
31,Filip Petrusev,23,2,3011420,1505710,0-,2023,PF
32,Dario Saric,29,1,2709849,2709849,0-,2023,PF
33,Wenyen Gabriel,26,1,2346614,2346614,0-,2023,PF
33,DJ Wilson,27,1,2346614,2346614,0-,2023,PF
33,Cheick Diallo,27,1,2346614,2346614,0-,2023,PF
36,Isaiah Roby,25,1,2165000,2165000,0-,2023,PF
36,Darius Bazley,23,1,2165000,2165000,0-,2023,PF
36,Skal Labissiere,27,1,2165000,2165000,0-,2023,PF
36,Bol Bol,23,1,2165000,2165000,0-,2023,PF
40,Mamadi Diakite,26,1,2092354,2092354,0-,2023,PF
41,Jontay Porter,23,1,2019706,2019706,0-,2023,PF
41,Malik Fitts,26,1,2019706,2019706,0-,2023,PF
41,Brown III,21,1,2019706,2019706,0-,2023,PF
41,Trendon Watford,22,1,2019706,2019706,0-,2023,PF
45,RaiQuan Gray,24,1,1801769,1801769,0-,2023,PF
45,Foster Jr,20,1,1801769,1801769,0-,2023,PF
47,Nate Roberts,0,1,1119563,1119563,0-,2023,PF
47,Pete Nance,23,1,1119563,1119563,0-,2023,PF
47,Joey Hauser,24,1,1119563,1119563,0-,2023,PF
47,Reginald Kissoonlal,27,1,1119563,1119563,0-,2023,PF
47,Bryson Williams,25,1,1119563,1119563,0-,2023,PF
47,Matthew Hurt,23,1,1119563,1119563,0-,2023,PF
47,Tevian Jones,23,1,1119563,1119563,0-,2023,PF
47,Trey Jemison,23,1,1119563,1119563,0-,2023,PF
47,Taylor Funk,25,1,1119563,1119563,0-,2023,PF
47,Conditt IV,23,1,1119563,1119563,0-,2023,PF
1,Joe Johnson,28,6,123658089,20609682,0-,2010,SG
2,Dwyane Wade,28,6,107186000,17864333,0-,2010,SG
3,Manu Ginobili,32,3,38943114,12981038,0-,2010,SG
4,Richard Hamilton,31,3,37500000,12500000,0-,2010,SG
5,Wesley Matthews,23,5,32526600,6505320,"$5,690,000",2010,SG
6,Mike Miller,30,5,29000000,5800000,0-,2010,SG
7,Ray Allen,34,2,20000000,10000000,0-,2010,SG
8,Shooting Guard,26,3,19690000,6563333,"$500,000",2010,SG
9,Kyle Korver,29,3,15000000,5000000,0-,2010,SG
10,Brandon Roy,25,1,13520500,13520500,0-,2010,SG
11,Anthony Morrow,24,3,12000000,4000000,0-,2010,SG
12,Paul George,20,4,10501023,2625256,0-,2010,SG
13,Raja Bell,33,3,9720000,3240000,0-,2010,SG
14,Tony Allen,28,3,9450000,3150000,0-,2010,SG
15,Corey Brewer,24,3,9177000,3059000,0-,2010,SG
16,Randy Foye,26,2,8500000,4250000,0-,2010,SG
17,Xavier Henry,18,3,6515040,2171680,0-,2010,SG
18,Quincy Pondexter,21,4,5686878,1421720,0-,2010,SG
19,Jordan Crawford,21,4,5523858,1380965,0-,2010,SG
20,Keyon Dooling,29,2,4160000,2080000,0-,2010,SG
21,Elliot Williams,20,3,4046400,1348800,0-,2010,SG
22,Dominique Jones,21,3,3579960,1193320,0-,2010,SG
23,Lance Stephenson,19,4,3350000,837500,0-,2010,SG
24,James Anderson,21,2,2824920,1412460,0-,2010,SG
25,Eddie House,-,2,2751688,1375844,0-,2010,SG
26,Damion James,22,2,2400000,1200000,0-,2010,SG
27,Roger Mason,29,1,1400000,1400000,0-,2010,SG
28,Andy Rautins,0,2,1388872,694436,0-,2010,SG
29,Tracy McGrady,31,1,1352181,1352181,0-,2010,SG
30,Manny Harris,20,2,1262276,631138,0-,2010,SG
31,James Jones,29,1,1069509,1069509,0-,2010,SG
32,Acie Law,-,1,656030,656030,0-,2010,SG
33,Terrico White,19,2,473604,236802,0-,2010,SG
33,Darington Hobson,0,1,473604,473604,0-,2010,SG
35,Kenny Hasbrouck,-,1,457588,457588,0-,2010,SG
36,Damien Wilkins,29,1,326810,326810,0-,2010,SG
37,Sasha Pavlovic,26,1,283213,283213,0-,2010,SG
38,Acie Law,-,1,203057,203057,0-,2010,SG
39,Damien Wilkins,29,1,196086,196086,0-,2010,SG
40,Garrett Temple,23,1,80703,80703,0-,2010,SG
1,Arron Afflalo,26,5,36712500,7342500,0-,2011,SG
2,Marcus Thornton,24,4,31150000,7787500,0-,2011,SG
3,Jason Richardson,30,4,24000000,6000000,0-,2011,SG
4,Richard Hamilton,33,2,10000000,5000000,0-,2011,SG
5,Klay Thompson,20,4,9742480,2435620,0-,2011,SG
6,Alec Burks,19,4,9367716,2341929,0-,2011,SG
7,Vince Carter,34,3,9270000,3090000,0-,2011,SG
8,Iman Shumpert,20,4,7517295,1879324,0-,2011,SG
9,Daequan Cook,23,2,6432500,3216250,0-,2011,SG
10,Jamal Crawford,30,2,5000000,2500000,0-,2011,SG
11,James Jones,31,3,4500000,1500000,0-,2011,SG
12,Nick Young,26,1,3695857,3695857,0-,2011,SG
13,MarShon Brooks,21,3,3433985,1144662,0-,2011,SG
14,Shooting Guard,25,1,2382353,2382353,0-,2011,SG
15,Anthony Parker,36,1,2250000,2250000,0-,2011,SG
16,Malcolm Lee,21,3,2146488,715496,0-,2011,SG
17,Travis Leslie,21,3,2120092,706697,0-,2011,SG
18,Tracy McGrady,31,1,1352181,1352181,0-,2011,SG
19,Michael Redd,31,1,1308506,1308506,0-,2011,SG
20,Twaun Moore,22,2,1235799,617900,0-,2011,SG
21,Maurice Evans,-,1,1223166,1223166,0-,2011,SG
21,Sasha Pavlovic,28,1,1223166,1223166,0-,2011,SG
23,Damien Wilkins,30,1,1146337,1146337,0-,2011,SG
24,Shooting Guard,21,2,780640,390320,0-,2011,SG
25,Darington Hobson,-,1,762195,762195,0-,2011,SG
26,DeAndre Liggins,23,1,473604,473604,0-,2011,SG
26,Terrel Harris,24,1,473604,473604,0-,2011,SG
26,Carldell Johnson,-,1,473604,473604,0-,2011,SG
26,Courtney Fortson,22,1,473604,473604,0-,2011,SG
26,Cory Higgins,21,1,473604,473604,0-,2011,SG
26,Ron Howard,29,1,473604,473604,0-,2011,SG
32,Andre Emmett,-,1,415742,415742,0-,2011,SG
33,Gilbert Arenas,30,1,414378,414378,0-,2011,SG
34,Gerald Green,24,1,277540,277540,0-,2011,SG
35,Manny Harris,21,1,202842,202842,0-,2011,SG
36,Terrence Williams,23,1,186036,186036,0-,2011,SG
37,Carldell Johnson,-,1,179395,179395,0-,2011,SG
38,Courtney Fortson,22,1,118401,118401,0-,2011,SG
39,Alan Anderson,28,1,75793,75793,0-,2011,SG
40,Blake Ahearn,26,1,48232,48232,0-,2011,SG
41,Edwin Ubiles,-,10,43056,4306,0-,2011,SG
42,Xavier Silas,22,1,11458,11458,0-,2011,SG
43,Morris Almond,25,1,6890,6890,0-,2011,SG
1,Eric Gordon,23,4,58365563,14591391,0-,2012,SG
2,Jamal Crawford,32,4,21350000,5337500,0-,2012,SG
2,Courtney Lee,26,4,21350000,5337500,0-,2012,SG
4,Bradley Beal,18,4,18652514,4663129,0-,2012,SG
5,Dion Waiters,20,4,16821270,4205318,0-,2012,SG
6,Jason Terry,34,3,15675000,5225000,0-,2012,SG
6,Louis Williams,25,3,15675000,5225000,0-,2012,SG
8,Gerald Green,26,3,10500000,3500000,0-,2012,SG
9,Brandon Roy,27,2,10429500,5214750,0-,2012,SG
10,Jeremy Lamb,19,4,9367716,2341929,0-,2012,SG
11,Shooting Guard,24,2,8220900,4110450,0-,2012,SG
12,Kirk Hinrich,31,2,8000000,4000000,0-,2012,SG
12,Brandon Rush,27,2,8000000,4000000,0-,2012,SG
14,Austin Rivers,19,3,7017240,2339080,0-,2012,SG
15,Evan Fournier,19,4,6556244,1639061,0-,2012,SG
16,Ray Allen,36,2,6319050,3159525,0-,2012,SG
17,Carlos Delfino,29,2,6000000,3000000,0-,2012,SG
18,Shooting Guard,26,2,5739194,2869597,0-,2012,SG
19,Wroten Jr,18,3,5659594,1886531,0-,2012,SG
20,Nick Young,27,1,5600000,5600000,0-,2012,SG
21,Sasha Pavlovic,28,3,4080710,1360237,0-,2012,SG
22,John Jenkins,20,3,3776280,1258760,0-,2012,SG
23,Jodie Meeks,24,2,3050000,1525000,0-,2012,SG
24,Randy Foye,28,1,2500000,2500000,0-,2012,SG
25,James Anderson,23,3,2429920,809973,0-,2012,SG
26,Jared Cunningham,21,2,2364720,1182360,0-,2012,SG
27,Doron Lamb,20,3,2354115,784705,0-,2012,SG
28,Jeff Taylor,23,3,2279115,759705,0-,2012,SG
29,Orlando Johnson,23,3,2254115,751372,0-,2012,SG
29,Will Barton,21,3,2254115,751372,0-,2012,SG
31,Hollis Thompson,21,3,2090188,696729,0-,2012,SG
32,Marco Belinelli,26,1,1957000,1957000,0-,2012,SG
33,James White,29,2,1770488,885244,0-,2012,SG
34,DeAndre Liggins,24,2,1646488,823244,0-,2012,SG
34,Twaun Moore,23,2,1646488,823244,0-,2012,SG
34,Cory Higgins,23,2,1646488,823244,0-,2012,SG
37,Micah Downs,25,2,1462476,731238,0-,2012,SG
38,Keyon Dooling,32,1,1352181,1352181,0-,2012,SG
39,Chris Smith,24,2,1262476,631238,0-,2012,SG
39,Kent Bazemore,23,2,1262476,631238,0-,2012,SG
39,Kevin Murphy,22,2,1262476,631238,0-,2012,SG
39,Kim English,23,2,1262476,631238,0-,2012,SG
39,Dionte Christmas,25,2,1262476,631238,0-,2012,SG
44,Leandro Barbosa,29,1,1229255,1229255,0-,2012,SG
44,Roger Mason,31,1,1229255,1229255,0-,2012,SG
46,Flip Murray,0,1,1223166,1223166,0-,2012,SG
46,Damien Wilkins,32,1,1223166,1223166,0-,2012,SG
48,Terrence Williams,25,2,1197823,598912,0-,2012,SG
49,Terrel Harris,25,2,973963,486982,0-,2012,SG
50,Terrence Williams,25,1,885120,885120,0-,2012,SG
50,Blake Ahearn,28,1,885120,885120,0-,2012,SG
50,Alan Anderson,29,1,885120,885120,0-,2012,SG
50,Chris Douglas,25,1,885120,885120,0-,2012,SG
50,Chris Douglas,25,1,885120,885120,0-,2012,SG
55,Garrett Temple,26,1,854389,854389,0-,2012,SG
55,Will Conroy,0,1,854389,854389,0-,2012,SG
55,James Anderson,23,1,854389,854389,0-,2012,SG
55,James Anderson,23,1,854389,854389,0-,2012,SG
55,Damion James,24,1,854389,854389,0-,2012,SG
55,Coby Karl,29,1,854389,854389,0-,2012,SG
61,Justin Holiday,23,2,836232,418116,0-,2012,SG
62,Jermaine Taylor,25,1,762195,762195,0-,2012,SG
62,Carldell Johnson,0,1,762195,762195,0-,2012,SG
62,Andy Rautins,0,1,762195,762195,0-,2012,SG
62,Terrel Harris,25,1,762195,762195,0-,2012,SG
66,Chris Douglas,24,1,603964,603964,0-,2012,SG
67,Daequan Cook,25,1,595608,595608,0-,2012,SG
68,Garrett Temple,26,1,572943,572943,0-,2012,SG
69,Wesley Witherspoon,21,1,473604,473604,0-,2012,SG
69,Lance Goulbourne,23,1,473604,473604,0-,2012,SG
69,Carlon Brown,22,1,473604,473604,0-,2012,SG
69,Ryan Allen,0,1,473604,473604,0-,2012,SG
69,Seth Tarver,24,1,473604,473604,0-,2012,SG
69,Mustapha Farrakhan,23,1,473604,473604,0-,2012,SG
69,Justin Holiday,23,1,473604,473604,0-,2012,SG
69,Demonte Harper,23,1,473604,473604,0-,2012,SG
69,Steven Gray,23,1,473604,473604,0-,2012,SG
69,Stephen Dennis,24,1,473604,473604,0-,2012,SG
69,Jamar Smith,0,1,473604,473604,0-,2012,SG
69,Darius Johnson,22,1,473604,473604,0-,2012,SG
81,Keyon Dooling,32,1,119310,119310,0-,2012,SG
82,Terrel Harris,25,10,44835,4484,0-,2012,SG
83,Tracy McGrady,33,1,15908,15908,0-,2012,SG
1,James Harden,23,5,78782188,15756438,0-,2013,SG
2,Tyreke Evans,23,4,44000004,11000001,0-,2013,SG
3,Kevin Martin,29,4,27755000,6938750,0-,2013,SG
3,Shooting Guard,29,4,27755000,6938750,0-,2013,SG
5,Monta Ellis,27,3,25080000,8360000,0-,2013,SG
6,Kyle Korver,32,4,24000000,6000000,0-,2013,SG
6,Shooting Guard,25,3,24000000,8000000,0-,2013,SG
8,Victor Oladipo,20,4,21487440,5371860,0-,2013,SG
9,Tony Allen,31,4,20000001,5000000,0-,2013,SG
10,Gerald Henderson,25,3,18000000,6000000,0-,2013,SG
11,Shooting Guard,27,3,17947125,5982375,0-,2013,SG
12,Manu Ginobili,35,2,14500000,7250000,0-,2013,SG
13,Corey Brewer,27,3,14107500,4702500,0-,2013,SG
14,Kentavious Caldwell,19,4,11995639,2998910,0-,2013,SG
15,Shooting Guard,21,4,10482459,2620615,0-,2013,SG
16,Randy Foye,29,3,9135000,3045000,0-,2013,SG
17,Shabazz Muhammad,20,4,8962299,2240575,0-,2013,SG
18,Tony Snell,21,4,6785647,1696412,0-,2013,SG
19,Carlos Delfino,30,2,6500000,3250000,0-,2013,SG
20,Hardaway Jr,20,4,6033525,1508381,0-,2013,SG
21,Marco Belinelli,27,2,5623750,2811875,0-,2013,SG
22,Archie Goodwin,18,4,5430929,1357732,0-,2013,SG
23,Wayne Ellington,25,2,5423340,2711670,0-,2013,SG
24,Andre Roberson,21,4,5295312,1323828,0-,2013,SG
25,Sergey Karasev,19,3,4601520,1533840,0-,2013,SG
26,Ricky Ledo,20,4,3323454,830864,0-,2013,SG
27,Carrick Felix,22,4,3289454,822364,0-,2013,SG
28,Hollis Thompson,21,4,3269634,817409,0-,2013,SG
29,Elliot Williams,24,3,2879231,959744,0-,2013,SG
30,Allen Crabbe,21,3,2634276,878092,0-,2013,SG
