Rank,Player,Signed Age,Yrs,Value,AAV,Sign Bonus,Season,Position
24,Jabari Walker,19,3,4757344,1585781,0-,2022,SF
25,Joe Wieskamp,0,2,4375000,2187500,0-,2022,SF
26,KZ Okpala,23,2,3968718,1984359,0-,2022,SF
27,Kessler Edwards,21,2,3565862,1782931,0-,2022,SF
27,Justin Champagnie,21,2,3565862,1782931,0-,2022,SF
29,Andre Iguodala,38,1,2905851,2905851,0-,2022,SF
30,Tyrese Martin,23,2,2737645,1368823,0-,2022,SF
31,Small Forward,28,1,2628597,2628597,0-,2022,SF
32,Bruno Caboclo,26,1,2463490,2463490,0-,2022,SF
33,Jake Layman,28,1,2298385,2298385,0-,2022,SF
34,Wesley Iwundu,27,1,2133278,2133278,0-,2022,SF
34,Justin Jackson,27,1,2133278,2133278,0-,2022,SF
34,Wesley Iwundu,27,1,2133278,2133278,0-,2022,SF
37,Scotty Hopson,33,1,1968175,1968175,0-,2022,SF
37,Yuta Watanabe,27,1,1968175,1968175,0-,2022,SF
39,Sekou Doumbouya,21,1,1902133,1902133,0-,2022,SF
39,Juwan Morgan,25,1,1902133,1902133,0-,2022,SF
39,Kelan Martin,27,1,1902133,1902133,0-,2022,SF
39,Rayjon Tucker,24,1,1902133,1902133,0-,2022,SF
39,Juan Toscano,29,1,1902133,1902133,0-,2022,SF
44,Deividas Sirvydis,22,1,1836090,1836090,0-,2022,SF
44,Zylan Cheatham,26,1,1836090,1836090,0-,2022,SF
44,Elijah Hughes,24,1,1836090,1836090,0-,2022,SF
44,CJ Elleby,22,1,1836090,1836090,0-,2022,SF
44,Anthony Lamb,24,1,1836090,1836090,0-,2022,SF
49,Malik Ellison,25,1,1637966,1637966,0-,2022,SF
49,Aleem Ford,24,1,1637966,1637966,0-,2022,SF
49,Matt Ryan,25,1,1637966,1637966,0-,2022,SF
49,Jamorko Pickett,24,1,1637966,1637966,0-,2022,SF
49,Chaundee Brown,23,1,1637966,1637966,0-,2022,SF
49,Sean McDermott,0,1,1637966,1637966,0-,2022,SF
49,Small Forward,24,1,1637966,1637966,0-,2022,SF
56,Jermaine Samuels,23,1,1017781,1017781,0-,2022,SF
56,Jeriah Horne,24,1,1017781,1017781,0-,2022,SF
56,Donovan Williams,21,1,1017781,1017781,0-,2022,SF
56,Henri Drell,22,1,1017781,1017781,0-,2022,SF
56,Justin Smith,22,1,1017781,1017781,0-,2022,SF
56,Gabe Brown,22,1,1017781,1017781,0-,2022,SF
56,Darius Days,22,1,1017781,1017781,0-,2022,SF
56,Jamal Cain,23,1,1017781,1017781,0-,2022,SF
56,Alex Antetokounmpo,20,1,1017781,1017781,0-,2022,SF
56,Petty Jr,23,1,1017781,1017781,0-,2022,SF
56,Small Forward,24,1,1017781,1017781,0-,2022,SF
56,Brandon Rachal,23,1,1017781,1017781,0-,2022,SF
56,Romeo Weems,21,1,1017781,1017781,0-,2022,SF
56,LiAngelo Ball,23,1,1017781,1017781,0-,2022,SF
56,Nuni Omot,27,1,1017781,1017781,0-,2022,SF
56,Kaiser Gates,25,1,1017781,1017781,0-,2022,SF
1,Jimmy Butler,31,3,146396031,48798677,0-,2023,SF
2,Andrew Wiggins,27,4,109000002,27250001,0-,2023,SF
3,Cameron Johnson,27,4,94500000,23625000,0-,2023,SF
4,Khris Middleton,31,3,93000000,31000000,0-,2023,SF
5,Andre Hunter,24,4,90000000,22500000,0-,2023,SF
6,Dillon Brooks,27,4,86000001,21500000,0-,2023,SF
7,Herb Jones,24,4,53827872,13456968,0-,2023,SF
8,Brandon Miller,20,4,49378426,12344607,0-,2023,SF
9,Bojan Bogdanovic,33,2,39032850,19516425,0-,2023,SF
10,Bilal Coulibaly,18,4,30075132,7518783,0-,2023,SF
11,Nassir Little,22,4,28000000,7000000,0-,2023,SF
12,Joe Ingles,35,2,22000000,11000000,0-,2023,SF
13,Sasha Vezenkov,27,3,19975609,6658536,0-,2023,SF
14,Jaquez Jr,22,4,16997141,4249285,0-,2023,SF
15,Cam Whitmore,18,4,15595310,3898828,0-,2023,SF
16,Ben Sheppard,21,4,13023429,3255857,0-,2023,SF
17,Brice Sensabaugh,19,4,12576077,3144019,0-,2023,SF
18,Julian Strawther,21,4,12484731,3121183,0-,2023,SF
19,Julian Champagnie,22,4,12000000,3000000,0-,2023,SF
20,Jalen McDaniels,25,2,9257800,4628900,0-,2023,SF
21,Leonard Miller,19,4,8319739,2079935,0-,2023,SF
22,Julian Phillips,19,4,8119739,2029935,0-,2023,SF
23,Miles Bridges,25,1,7921300,7921300,0-,2023,SF
24,Jordan Walsh,19,4,7639303,1909826,0-,2023,SF
25,Maxwell Lewis,20,4,7639302,1909826,0-,2023,SF
25,Chris Livingston,19,4,7639302,1909826,0-,2023,SF
25,Hunter Tyson,23,4,7639302,1909826,0-,2023,SF
28,Torrey Craig,32,2,5373575,2686788,0-,2023,SF
29,Gui Santos,21,3,5143017,1714339,0-,2023,SF
30,Keita Bates,27,2,5001258,2500629,0-,2023,SF
30,Yuta Watanabe,28,2,5001258,2500629,0-,2023,SF
32,Cam Reddish,23,2,4628946,2314473,0-,2023,SF
32,Oshae Brissett,25,2,4628946,2314473,0-,2023,SF
34,Terry Taylor,23,2,4216676,2108338,0-,2023,SF
35,Jack White,25,2,3922463,1961232,0-,2023,SF
36,Jae Crowder,33,1,3196448,3196448,0-,2023,SF
36,Reggie Bullock,32,1,3196448,3196448,0-,2023,SF
36,Danny Green,36,1,3196448,3196448,0-,2023,SF
39,Justise Winslow,27,1,2891467,2891467,0-,2023,SF
39,Oubre Jr,27,1,2891467,2891467,0-,2023,SF
41,Robinson III,29,1,2709849,2709849,0-,2023,SF
41,Jones Jr,26,1,2709849,2709849,0-,2023,SF
43,Thanasis Antetokounmpo,31,1,2346614,2346614,0-,2023,SF
43,Kevin Knox,24,1,2346614,2346614,0-,2023,SF
45,Louis King,24,1,2165000,2165000,0-,2023,SF
45,Dylan Windler,27,1,2165000,2165000,0-,2023,SF
45,Treveon Graham,29,1,2165000,2165000,0-,2023,SF
48,Deonte Burton,29,1,2092354,2092354,0-,2023,SF
48,Lamar Stevens,26,1,2092354,2092354,0-,2023,SF
50,Justin Champagnie,21,1,2019706,2019706,0-,2023,SF
50,Joe Wieskamp,0,1,2019706,2019706,0-,2023,SF
50,Elijah Hughes,25,1,2019706,2019706,0-,2023,SF
53,Aleem Ford,25,1,1801769,1801769,0-,2023,SF
53,Jamorko Pickett,25,1,1801769,1801769,0-,2023,SF
53,Donovan Williams,22,1,1801769,1801769,0-,2023,SF
53,Jordan Schakel,25,1,1801769,1801769,0-,2023,SF
53,Tyrese Martin,24,1,1801769,1801769,0-,2023,SF
53,Trevon Scott,26,1,1801769,1801769,0-,2023,SF
59,Ryan Turell,24,1,1119563,1119563,0-,2023,SF
59,Jacob Toppin,23,1,1119563,1119563,0-,2023,SF
59,Hunter Maldonado,24,1,1119563,1119563,0-,2023,SF
59,Timmy Allen,23,1,1119563,1119563,0-,2023,SF
59,Taze Moore,25,1,1119563,1119563,0-,2023,SF
59,Kahlil Whitney,22,1,1119563,1119563,0-,2023,SF
59,Diese Toney,0,1,1119563,1119563,0-,2023,SF
59,Keshawn Justice,23,1,1119563,1119563,0-,2023,SF
59,Kameron Hankerson,25,1,1119563,1119563,0-,2023,SF
59,Nolley II,23,1,1119563,1119563,0-,2023,SF
59,Brandon Slater,24,1,1119563,1119563,0-,2023,SF
59,Marcus Bagley,21,1,1119563,1119563,0-,2023,SF
59,Henri Drell,23,1,1119563,1119563,0-,2023,SF
59,Alex Antetokounmpo,21,1,1119563,1119563,0-,2023,SF
59,Matthew Mayer,23,1,1119563,1119563,0-,2023,SF
1,Rajon Rondo,23,5,55000001,11000000,0-,2010,PG
2,John Wall,19,4,24050164,6012541,0-,2010,PG
3,Kyle Lowry,23,4,23460000,5865000,0-,2010,PG
4,Steve Nash,35,2,22000000,11000000,0-,2010,PG
5,Steve Blake,30,4,16000000,4000000,0-,2010,PG
5,Luke Ridnour,29,4,16000000,4000000,0-,2010,PG
7,Chris Duhon,27,4,15000000,3750000,0-,2010,PG
8,Raymond Felton,25,2,14560000,7280000,0-,2010,PG
9,Derek Fisher,35,3,10500000,3500000,0-,2010,PG
10,Brandon Jennings,20,4,10172853,2543213,0-,2010,PG
11,Will Bynum,27,3,9750000,3250000,0-,2010,PG
12,Jordan Farmar,23,2,7750000,3875000,0-,2010,PG
13,Eric Bledsoe,20,4,7415554,1853889,0-,2010,PG
14,Avery Bradley,19,4,7084872,1771218,0-,2010,PG
15,Shaun Livingston,24,2,7000000,3500000,0-,2010,PG
16,Point Guard,25,2,6500000,3250000,0-,2010,PG
17,Greivis Vasquez,22,4,5490988,1372747,0-,2010,PG
18,Shannon Brown,24,2,4524066,2262033,0-,2010,PG
19,Nate Robinson,25,1,4200000,4200000,0-,2010,PG
20,Royal Ivey,28,2,2400000,1200000,0-,2010,PG
21,Christian Eyenga,20,2,2118480,1059240,0-,2010,PG
22,Gary Neal,25,3,2090188,696729,0-,2010,PG
23,Earl Boykins,33,1,1352181,1352181,0-,2010,PG
23,Jason Williams,-,1,1352181,1352181,0-,2010,PG
25,Patrick Beverley,22,2,1262476,631238,0-,2010,PG
25,Armon Johnson,21,2,1262476,631238,0-,2010,PG
27,Ishmael Smith,22,2,1262276,631138,0-,2010,PG
28,Jeremy Lin,21,2,1235799,617900,0-,2010,PG
29,Earl Watson,31,1,1229255,1229255,0-,2010,PG
30,Carlos Arroyo,30,1,1223166,1223166,0-,2010,PG
31,Sundiata Gaines,-,2,1150000,575000,0-,2010,PG
32,Delonte West,-,1,1069509,1069509,0-,2010,PG
33,Othyus Jeffers,24,1,1059293,1059293,0-,2010,PG
34,Zabian Dowdell,-,2,1031246,515623,0-,2010,PG
35,Anthony Carter,-,1,1000000,1000000,0-,2010,PG
36,Stephen Graham,27,1,992680,992680,0-,2010,PG
37,Patty Mills,22,1,937195,937195,0-,2010,PG
38,Von Wafer,-,1,915852,915852,0-,2010,PG
39,Chris Quinn,26,1,875147,875147,0-,2010,PG
40,Jason Williams,-,1,524964,524964,0-,2010,PG
41,Willie Warren,-,1,500000,500000,0-,2010,PG
42,Pooh Jeter,-,1,473604,473604,0-,2010,PG
42,Ben Uzoh,-,1,473604,473604,0-,2010,PG
44,Mike Bibby,-,1,450727,450727,0-,2010,PG
45,Jannero Pargo,30,1,280215,280215,0-,2010,PG
46,Larry Hughes,-,1,254528,254528,0-,2010,PG
1,Tony Parker,28,4,50000000,12500000,0-,2011,PG
2,Mike Conley,23,5,40000000,8000000,0-,2011,PG
3,Rodney Stuckey,25,3,25500000,8500000,0-,2011,PG
4,Kyrie Irving,18,4,23198010,5799503,0-,2011,PG
5,Jose Barea,27,4,18000000,4500000,0-,2011,PG
6,Ricky Rubio,20,4,15345456,3836364,0-,2011,PG
7,Mario Chalmers,24,3,12000000,4000000,0-,2011,PG
8,Brandon Knight,19,4,11589837,2897459,0-,2011,PG
9,Kemba Walker,20,4,10659171,2664793,0-,2011,PG
10,Jimmer Fredette,21,3,7017240,2339080,0-,2011,PG
11,Reggie Jackson,20,4,5829450,1457363,0-,2011,PG
12,Cory Joseph,19,4,5161601,1290400,0-,2011,PG
13,Earl Watson,31,2,4000000,2000000,0-,2011,PG
14,Shannon Brown,26,1,3500000,3500000,0-,2011,PG
15,Norris Cole,22,3,3247680,1082560,0-,2011,PG
16,Sebastian Telfair,26,2,3067500,1533750,0-,2011,PG
17,Nolan Smith,23,2,2672640,1336320,0-,2011,PG
18,Jamaal Tinsley,32,2,2581436,1290718,0-,2011,PG
19,Derek Fisher,36,1,2329545,2329545,0-,2011,PG
20,Isaiah Thomas,22,3,2120092,706697,0-,2011,PG
21,Chauncey Billups,35,1,2000000,2000000,0-,2011,PG
21,Jermey Pargo,25,2,2000000,1000000,0-,2011,PG
23,Mike Bibby,0,1,1352181,1352181,0-,2011,PG
24,Josh Selby,20,2,1312195,656098,0-,2011,PG
25,Shelvin Mack,21,2,1235799,617900,0-,2011,PG
25,Julyan Stone,23,2,1235799,617900,0-,2011,PG
25,Charles Jenkins,22,2,1235799,617900,0-,2011,PG
25,Andrew Goudelock,23,2,1235799,617900,0-,2011,PG
29,Mike James,35,1,1229255,1229255,0-,2011,PG
30,Jannero Pargo,31,1,1223166,1223166,0-,2011,PG
31,Delonte West,-,1,1146337,1146337,0-,2011,PG
31,Point Guard,0,1,1146337,1146337,0-,2011,PG
33,Lucas III,28,2,1081983,540992,0-,2011,PG
34,Nate Robinson,27,1,1069509,1069509,0-,2011,PG
34,Ronnie Price,28,1,1069509,1069509,0-,2011,PG
36,Von Wafer,0,1,992680,992680,0-,2011,PG
37,Derrick Brown,24,1,854389,854389,0-,2011,PG
38,Mike James,35,1,574517,574517,0-,2011,PG
39,Ishmael Smith,23,1,522472,522472,0-,2011,PG
40,Darius Morris,20,1,473604,473604,0-,2011,PG
40,Donald Sloan,22,1,473604,473604,0-,2011,PG
42,Larry Hughes,-,1,414443,414443,0-,2011,PG
43,Carlos Arroyo,31,1,412854,412854,0-,2011,PG
44,Russell Jr,29,1,374300,374300,0-,2011,PG
45,Patty Mills,23,1,261829,261829,0-,2011,PG
46,Mike James,35,1,204875,204875,0-,2011,PG
47,Earl Boykins,34,1,130856,130856,0-,2011,PG
48,Lester Hudson,26,1,51780,51780,0-,2011,PG
49,Armon Johnson,21,1,34644,34644,0-,2011,PG
1,Deron Williams,28,5,98772325,19754465,0-,2012,PG
2,Derrick Rose,23,5,94314380,18862876,0-,2012,PG
3,Russell Westbrook,23,5,78595310,15719062,0-,2012,PG
4,George Hill,26,5,40000000,8000000,0-,2012,PG
5,Goran Dragic,26,4,30000000,7500000,0-,2012,PG
6,Steve Nash,38,3,27901500,9300500,0-,2012,PG
7,Jameer Nelson,30,3,25200000,8400000,0-,2012,PG
8,Jeremy Lin,23,3,25123938,8374646,0-,2012,PG
9,Raymond Felton,27,4,14861532,3715383,0-,2012,PG
10,Andre Miller,36,3,14625000,4875000,0-,2012,PG
11,Damian Lillard,21,4,13845166,3461292,0-,2012,PG
12,Ramon Sessions,26,2,10000000,5000000,0-,2012,PG
13,Alexey Shved,23,3,9449999,3150000,0-,2012,PG
14,Jason Kidd,39,3,9090000,3030000,0-,2012,PG
15,Shannon Brown,26,2,7000000,3500000,0-,2012,PG
16,Aaron Brooks,27,2,6646250,3323125,0-,2012,PG
17,Jerryd Bayless,23,2,6135000,3067500,0-,2012,PG
18,Aaron Brooks,26,2,4908000,2454000,0-,2012,PG
19,Chauncey Billups,35,1,4000000,4000000,0-,2012,PG
20,Kendall Marshall,20,2,3924720,1962360,0-,2012,PG
21,Point Guard,24,1,3500000,3500000,0-,2012,PG
22,Lucas III,29,2,3067500,1533750,0-,2012,PG
23,Marquis Teague,18,3,3052640,1017547,0-,2012,PG
24,De Colo,25,2,2863000,1431500,0-,2012,PG
25,Ishmael Smith,24,3,2854389,951463,0-,2012,PG
26,Ronnie Price,29,2,2412314,1206157,0-,2012,PG
27,Patty Mills,23,2,2219070,1109535,0-,2012,PG
28,Scott Machado,22,3,2177719,725906,0-,2012,PG
29,Point Guard,28,2,2099622,1049811,0-,2012,PG
30,Patrick Beverley,24,3,1985491,661830,0-,2012,PG
31,Jerel McNeal,25,3,1886258,628753,0-,2012,PG
32,Anthony Carter,0,1,1352181,1352181,0-,2012,PG
33,Chris Quinn,29,2,1276282,638141,0-,2012,PG
34,Tyshawn Taylor,22,2,1262476,631238,0-,2012,PG
34,Maalik Wayns,20,2,1262476,631238,0-,2012,PG
34,Brian Roberts,26,2,1262476,631238,0-,2012,PG
37,Jannero Pargo,32,1,1229255,1229255,0-,2012,PG
38,Eddie Gill,34,1,1223166,1223166,0-,2012,PG
38,Royal Ivey,30,1,1223166,1223166,0-,2012,PG
38,Delonte West,0,1,1223166,1223166,0-,2012,PG
38,Marko Jaric,33,1,1223166,1223166,0-,2012,PG
42,Nate Robinson,28,1,1146337,1146337,0-,2012,PG
43,Derek Fisher,37,1,1113561,1113561,0-,2012,PG
44,Shaun Livingston,27,1,1108044,1108044,0-,2012,PG
45,Chris Quinn,28,1,992680,992680,0-,2012,PG
46,Shelvin Mack,22,2,987414,493707,0-,2012,PG
47,Darius Morris,21,1,962195,962195,0-,2012,PG
48,Orien Greene,30,1,915852,915852,0-,2012,PG
49,Point Guard,25,1,885120,885120,0-,2012,PG
49,Sundiata Gaines,0,1,885120,885120,0-,2012,PG
49,Jonny Flynn,0,1,885120,885120,0-,2012,PG
49,Derrick Brown,25,1,885120,885120,0-,2012,PG
49,Kyle Weaver,0,1,885120,885120,0-,2012,PG
54,Othyus Jeffers,27,1,854389,854389,0-,2012,PG
54,Armon Johnson,23,1,854389,854389,0-,2012,PG
54,Ben Uzoh,0,1,854389,854389,0-,2012,PG
54,Ben Uzoh,0,1,854389,854389,0-,2012,PG
58,Maalik Wayns,21,2,847376,423688,0-,2012,PG
59,Josh Akognon,27,2,802802,401401,0-,2012,PG
60,Scott Machado,22,2,791658,395829,0-,2012,PG
61,Donald Sloan,23,1,762195,762195,0-,2012,PG
61,Russell Jr,29,1,762195,762195,0-,2012,PG
63,Mike James,36,1,636320,636320,0-,2012,PG
64,Shelvin Mack,22,1,511119,511119,0-,2012,PG
65,Jerel McNeal,25,1,473604,473604,0-,2012,PG
65,Diante Garrett,23,1,473604,473604,0-,2012,PG
65,Hank Thorns,23,1,473604,473604,0-,2012,PG
65,Aundray Brown,24,1,473604,473604,0-,2012,PG
65,Chris Wright,22,1,473604,473604,0-,2012,PG
65,Josh Akognon,26,1,473604,473604,0-,2012,PG
65,Oscar Bellfield,22,1,473604,473604,0-,2012,PG
65,Ben Hansbrough,24,1,473604,473604,0-,2012,PG
65,Pablo Prigioni,35,1,473604,473604,0-,2012,PG
74,Derek Fisher,37,1,413608,413608,0-,2012,PG
75,Jannero Pargo,33,10,72309,7231,0-,2012,PG
76,Scott Machado,22,10,27859,2786,0-,2012,PG
77,Andrew Goudelock,24,1,17934,17934,0-,2012,PG
1,Chris Paul,28,5,107343477,21468695,0-,2013,PG
2,Ty Lawson,25,4,48000000,12000000,0-,2013,PG
3,Stephen Curry,24,4,44000000,11000000,0-,2013,PG
4,Jrue Holiday,22,4,41000004,10250001,0-,2013,PG
5,Jeff Teague,25,4,32000000,8000000,0-,2013,PG
6,Jose Calderon,31,4,29000000,7250000,0-,2013,PG
7,Jarrett Jack,29,4,25200000,6300000,0-,2013,PG
8,Brandon Jennings,23,3,24000000,8000000,0-,2013,PG
9,Trey Burke,20,4,11032158,2758040,0-,2013,PG
10,Michael Carter,21,4,10083526,2520882,0-,2013,PG
11,Dennis Schr,19,4,7510862,1877716,0-,2013,PG
12,Gary Neal,28,2,6500000,3250000,0-,2013,PG
13,Will Bynum,30,2,5706251,2853126,0-,2013,PG
14,Mo Williams,30,2,5423340,2711670,0-,2013,PG
15,Pablo Prigioni,36,3,4988883,1662961,0-,2013,PG
16,Nate Robinson,29,2,4122720,2061360,0-,2013,PG
16,Eric Maynor,26,2,4122720,2061360,0-,2013,PG
18,Point Guard,29,2,4093000,2046500,0-,2013,PG
19,Darren Collison,25,2,3885500,1942750,0-,2013,PG
20,Lucas III,30,1,3200000,3200000,0-,2013,PG
21,Shane Larkin,20,2,3143040,1571520,0-,2013,PG
22,Darius Morris,22,3,3060877,1020292,0-,2013,PG
23,Diante Garrett,25,3,2615857,871952,0-,2013,PG
24,Ronnie Price,30,2,2582786,1291393,0-,2013,PG
25,Chauncey Billups,36,1,2500000,2500000,0-,2013,PG
26,Isaiah Canaan,22,3,2334273,778091,0-,2013,PG
27,Ray McCallum,22,3,2288374,762791,0-,2013,PG
28,Nate Wolters,22,3,2263758,754586,0-,2013,PG
29,Phil Pressey,22,3,2253938,751313,0-,2013,PG
29,Point Guard,20,3,2253938,751313,0-,2013,PG
29,Gal Mekel,25,3,2253938,751313,0-,2013,PG
32,Lorenzo Brown,23,3,2190503,730168,0-,2013,PG
33,Nemanja Nedovic,22,2,2160960,1080480,0-,2013,PG
34,Julyan Stone,24,2,1832456,916228,0-,2013,PG
34,Donald Sloan,25,2,1832456,916228,0-,2013,PG
36,Casper Ware,24,3,1772408,590803,0-,2013,PG
37,Dwight Buycks,24,2,1516482,758241,0-,2013,PG
38,Mike James,38,2,1506117,753059,0-,2013,PG
39,Shannon Brown,28,2,1505703,752852,0-,2013,PG
40,Kendall Marshall,22,2,1462813,731407,0-,2013,PG
41,Mike James,38,1,1399507,1399507,0-,2013,PG
41,Earl Watson,34,1,1399507,1399507,0-,2013,PG
41,Jannero Pargo,33,1,1399507,1399507,0-,2013,PG
41,Derek Fisher,38,1,1399507,1399507,0-,2013,PG
45,Jamaal Tinsley,35,1,1339507,1339507,0-,2013,PG
46,Peyton Siva,22,2,1306662,653331,0-,2013,PG
46,Matthew Dellavedova,22,2,1306662,653331,0-,2013,PG
46,Dee Bost,23,2,1306662,653331,0-,2013,PG
49,Shaun Livingston,27,1,1272279,1272279,0-,2013,PG
49,Beno Udrih,31,1,1272279,1272279,0-,2013,PG
49,Royal Ivey,31,1,1272279,1272279,0-,2013,PG
52,Point Guard,25,1,1267000,1267000,0-,2013,PG
53,Marko Jaric,34,1,1265977,1265977,0-,2013,PG
53,Devin Harris,30,1,1265977,1265977,0-,2013,PG
55,Stephen Graham,31,1,1106942,1106942,0-,2013,PG
55,Jordan Farmar,26,1,1106942,1106942,0-,2013,PG
57,Aaron Brooks,28,1,947907,947907,0-,2013,PG
57,Point Guard,26,1,947907,947907,0-,2013,PG
59,Lester Hudson,29,1,916099,916099,0-,2013,PG
60,Othyus Jeffers,28,1,884293,884293,0-,2013,PG
61,Jorge Gutierrez,25,2,874150,437075,0-,2013,PG
62,Scott Machado,23,1,788872,788872,0-,2013,PG
62,Chris Wright,23,1,788872,788872,0-,2013,PG
62,Diante Garrett,24,1,788872,788872,0-,2013,PG
65,Point Guard,26,1,755459,755459,0-,2013,PG
66,Richard McConnell,24,1,490180,490180,0-,2013,PG
66,Myck Kabongo,21,1,490180,490180,0-,2013,PG
66,Jorge Gutierrez,24,1,490180,490180,0-,2013,PG
66,Abdul Gaddy,21,1,490180,490180,0-,2013,PG
66,Drew II,23,1,490180,490180,0-,2013,PG
66,Kammron Taylor,29,1,490180,490180,0-,2013,PG
66,Kalin Lucas,24,1,490180,490180,0-,2013,PG
66,Lorenzo Brown,23,1,490180,490180,0-,2013,PG
74,Jimmer Fredette,25,1,239279,239279,0-,2013,PG
75,Othyus Jeffers,28,1,46816,46816,0-,2013,PG
1,John Wall,22,5,84789500,16957900,0-,2014,PG
2,Eric Bledsoe,24,5,70000000,14000000,0-,2014,PG
3,Kyle Lowry,28,4,48000000,12000000,0-,2014,PG
4,Avery Bradley,23,4,32000000,8000000,0-,2014,PG
5,Isaiah Thomas,25,4,27000002,6750001,0-,2014,PG
6,Shaun Livingston,28,3,16631175,5543725,0-,2014,PG
7,Devin Harris,31,4,16562884,4140721,0-,2014,PG
8,Dante Exum,18,4,16325425,4081356,0-,2014,PG
9,Darren Collison,26,3,15040677,5013559,0-,2014,PG
10,Marcus Smart,19,4,14831260,3707815,0-,2014,PG
11,Patty Mills,25,3,13000000,4333333,0-,2014,PG
11,Greivis Vasquez,27,2,13000000,6500000,0-,2014,PG
13,Elfrid Payton,19,4,10849500,2712375,0-,2014,PG
14,Mario Chalmers,28,2,8300000,4150000,0-,2014,PG
15,Shelvin Mack,24,3,7300000,2433333,0-,2014,PG
16,Shabazz Napier,22,4,6244560,1561140,0-,2014,PG
17,Point Guard,26,2,6000000,3000000,0-,2014,PG
17,Jerryd Bayless,25,2,6000000,3000000,0-,2014,PG
19,Jameer Nelson,32,2,5586940,2793470,0-,2014,PG
19,Brian Roberts,28,2,5586940,2793470,0-,2014,PG
21,Luke Ridnour,33,2,5500000,2750000,0-,2014,PG
22,Tyler Ennis,19,3,4986960,1662320,0-,2014,PG
23,Ramon Sessions,28,2,4247465,2123733,0-,2014,PG
23,Steve Blake,34,2,4247465,2123733,0-,2014,PG
23,Beno Udrih,32,2,4247465,2123733,0-,2014,PG
23,Jordan Farmar,27,2,4247465,2123733,0-,2014,PG
27,Mo Williams,31,1,3750000,3750000,0-,2014,PG
28,Spencer Dinwiddie,21,3,2525490,841830,0-,2014,PG
29,Erick Green,23,3,2332826,777609,0-,2014,PG
29,Dee Bost,24,3,2332826,777609,0-,2014,PG
29,Russ Smith,23,3,2332826,777609,0-,2014,PG
32,Bryce Cotton,22,3,1918004,639335,0-,2014,PG
33,Diante Garrett,25,2,1896591,948296,0-,2014,PG
34,Darius Morris,23,2,1718177,859089,0-,2014,PG
35,Jannero Pargo,34,1,1448490,1448490,0-,2014,PG
36,Bryce Cotton,21,2,1352395,676198,0-,2014,PG
36,Will Cherry,23,2,1352395,676198,0-,2014,PG
36,Chris Crawford,21,2,1352395,676198,0-,2014,PG
39,Will Cherry,23,2,1340458,670229,0-,2014,PG
40,Ronnie Price,31,1,1316809,1316809,0-,2014,PG
40,Sebastian Telfair,29,1,1316809,1316809,0-,2014,PG
42,Shannon Brown,28,1,1310286,1310286,0-,2014,PG
43,Jose Barea,29,4,1302578,325645,0-,2014,PG
44,Rodney Stuckey,28,1,1227985,1227985,0-,2014,PG
45,Lorenzo Brown,24,2,1216235,608118,0-,2014,PG
46,Henry Walker,27,2,1211638,605819,0-,2014,PG
47,Aaron Brooks,29,1,1145685,1145685,0-,2014,PG
48,Point Guard,27,1,1063384,1063384,0-,2014,PG
49,Lester Hudson,30,2,1043308,521654,0-,2014,PG
50,Point Guard,28,1,1007087,1007087,0-,2014,PG
51,Jorge Gutierrez,26,2,990502,495251,0-,2014,PG
52,Ishmael Smith,26,1,981084,981084,0-,2014,PG
53,Jerel McNeal,27,2,974195,487098,0-,2014,PG
54,Jimmer Fredette,25,1,948163,948163,0-,2014,PG
54,Darius Morris,23,1,948163,948163,0-,2014,PG
56,Ishmael Smith,26,1,923373,923373,0-,2014,PG
57,Tim Frazier,24,2,895803,447902,0-,2014,PG
58,David Stockton,23,2,856996,428498,0-,2014,PG
59,Peyton Siva,23,1,816482,816482,0-,2014,PG
59,Ben Hansbrough,26,1,816482,816482,0-,2014,PG
59,Lorenzo Brown,24,1,816482,816482,0-,2014,PG
62,Gal Mekel,26,1,638777,638777,0-,2014,PG
63,Chris Crawford,21,1,507336,507336,0-,2014,PG
63,Yuki Togashi,21,1,507336,507336,0-,2014,PG
63,Stephen Holt,0,1,507336,507336,0-,2014,PG
63,David Stockton,23,1,507336,507336,0-,2014,PG
63,Joe Jackson,22,1,507336,507336,0-,2014,PG
63,Keith Appling,22,1,507336,507336,0-,2014,PG
63,Justin Cobbs,23,1,507336,507336,0-,2014,PG
63,Aaron Craft,22,1,507336,507336,0-,2014,PG
63,Brady Heslip,24,1,507336,507336,0-,2014,PG
63,Tim Frazier,23,1,507336,507336,0-,2014,PG
63,Deonte Burton,23,1,507336,507336,0-,2014,PG
63,Drew II,24,1,507336,507336,0-,2014,PG
63,Kalin Lucas,25,1,507336,507336,0-,2014,PG
63,Pierre Jackson,22,1,507336,507336,0-,2014,PG
77,Kalin Lucas,25,1,486446,486446,0-,2014,PG
78,Kalin Lucas,25,1,441681,441681,0-,2014,PG
79,Lucas III,32,1,336966,336966,0-,2014,PG
80,Will Bynum,32,1,72234,72234,0-,2014,PG
1,Kyrie Irving,22,5,94343126,18868625,0-,2015,PG
2,Goran Dragic,29,5,85002250,17000450,0-,2015,PG
3,Reggie Jackson,25,5,80000000,16000000,0-,2015,PG
4,Brandon Knight,23,5,70000000,14000000,0-,2015,PG
5,Ricky Rubio,24,4,55000000,13750000,0-,2015,PG
6,Kemba Walker,24,4,48000000,12000000,0-,2015,PG
7,Tony Parker,32,3,43335939,14445313,0-,2015,PG
